strain	date		country	region	lineage	GRI.Lineage.Level.0	GRI.Lineage.Level.1	GRI.Lineage.Level.2	GRI.Lineage.Level.3	GRI.Lineage.Level.4	GRI.Lineage.Level.5	GRI.Lineage.Level.6	GRI.Lineage.Level.7	GRI.Lineage.Level.8	author	accession	old_date	decimal_date	latitude	longitude
KR559483.1	2014-10-01		Puerto_Rico	CAR	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Lanciotti,R.S.	NA	2014-10-01 (2014-10-01 - 2014-10-28)	2014.74794520548	18.2247706	-66.4858295
KY680353.1	2014-08-25		USA	NAm	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-08-25	2014.64657534247	39.7837304	-100.445882
KY272963.1	2014-01-01		Dominican_Republic	CAR	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Langsjoen,R.M., Rubinstein,R.J., Kautz,T.F., Auguste,A.J., Erasmus,J.H., Kiaty-Figueroa,L., Gerhardt,R., Lin,D., Hari,K.L., Jain,R., Ruiz,N., Muruato,A.E., Silfa,J., Bido,F., Dacso,M. and Weaver,S.C.	NA	2014-01-01 (2014-01-01 - 2014-06-18)	2014	19.0974031	-70.3028026
KY272969.1	2014-01-01		Dominican_Republic	CAR	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Langsjoen,R.M., Rubinstein,R.J., Kautz,T.F., Auguste,A.J., Erasmus,J.H., Kiaty-Figueroa,L., Gerhardt,R., Lin,D., Hari,K.L., Jain,R., Ruiz,N., Muruato,A.E., Silfa,J., Bido,F., Dacso,M. and Weaver,S.C.	NA	2014-01-01 (2014-01-01 - 2014-06-18)	2014	19.0974031	-70.3028026
MF001511.1	2015-01-01		USA	NAm	AUL-Am	A	A.0	A.0.23	A.0.23	A.0.23	A.0.23	A.0.23	A.0.23	A.0.23	Sanders,W., Long,K., Rivera,B., Vincent,H.A., Heise,M.T., Rodriguez-Orengo,J.F. and Moorman,N.J.	NA	2015-01-01 (2015-01-01 - 2015-07-31)	2015	39.7837304	-100.445882
KY680391.1	2014-10-24		USA	NAm	AUL-Am	A	A.0	A.0.23	A.0.23	A.0.23	A.0.23	A.0.23	A.0.23	A.0.23	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-10-24	2014.81095890411	39.7837304	-100.445882
KY680368.1	2014-12-01		USA	NAm	AUL-Am	A	A.0	A.0.22	A.0.22	A.0.22	A.0.22	A.0.22	A.0.22	A.0.22	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-12-01	2014.91506849315	39.7837304	-100.445882
KY680412.1	2014-08-28		USA	NAm	AUL-Am	A	A.0	A.0.22	A.0.22	A.0.22	A.0.22	A.0.22	A.0.22	A.0.22	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-08-28	2014.65479452055	39.7837304	-100.445882
KX262991.1	2013-12-31		Saint_Martin	CAR	AUL-Am	A	A.0	A.0.21	A.0.21	A.0.21	A.0.21	A.0.21	A.0.21	A.0.21	Das,S.R., Shabman,R., Halpin,R.A., Shilts,M., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Weaver,S.C.	NA	2013-12-31 (2013-09-02 - 2013-12-31)	2013.99726027397	18.0814066	-63.0467131
KY680410.1	2014-08-22		USA	NAm	AUL-Am	A	A.0	A.0.21	A.0.21	A.0.21	A.0.21	A.0.21	A.0.21	A.0.21	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-08-22	2014.63835616438	39.7837304	-100.445882
KR264949.1	2014-07-15		Puerto_Rico	CAR	AUL-Am	A	A.0	A.0.14	A.0.14	A.0.14	A.0.14	A.0.14	A.0.14	A.0.14	Chiu,C.Y., Bres,V., Yu,G., Krysztof,D., Naccache,S.N., Lee,D., Pfeil,J., Linnen,J.M. and Stramer,S.L.	NA	2014-07-15	2014.53424657534	18.2247706	-66.4858295
MF001518.1	2015-01-01		USA	NAm	AUL-Am	A	A.0	A.0.14	A.0.14	A.0.14	A.0.14	A.0.14	A.0.14	A.0.14	Sanders,W., Long,K., Rivera,B., Vincent,H.A., Heise,M.T., Rodriguez-Orengo,J.F. and Moorman,N.J.	NA	2015-01-01 (2015-01-01 - 2015-09-04)	2015	39.7837304	-100.445882
KR264950.1	2014-07-16		Puerto_Rico	CAR	AUL-Am	A	A.0	A.0.14	A.0.14	A.0.14	A.0.14	A.0.14	A.0.14	A.0.14	Chiu,C.Y., Bres,V., Yu,G., Krysztof,D., Naccache,S.N., Lee,D., Pfeil,J., Linnen,J.M. and Stramer,S.L.	NA	2014-07-16	2014.53698630137	18.2247706	-66.4858295
MH329299.1	2014-11-30		Colombia	SAm	AUL-Am	A	A.0	A.0.8	A.0.8.1	A.0.8.1	A.0.8.1	A.0.8.1	A.0.8.1	A.0.8.1	Mattar,S., Villero,Y., Puerta,A., Arrieta,G. and Muskus,C.	NA	2014-11-30 (2014-11-04 - 2014-11-30)	2014.91232876712	4.099917	-72.9088133
MH359142.1	2014-10-15		Colombia	SAm	AUL-Am	A	A.0	A.0.8	A.0.8.1	A.0.8.1	A.0.8.1	A.0.8.1	A.0.8.1	A.0.8.1	Mattar,S., Villero,Y., Puerta,A., Arrieta,G. and Muskus,C.	NA	2014-10-15	2014.78630136986	4.099917	-72.9088133
MH329293.1	2014-11-01		Colombia	SAm	AUL-Am	A	A.0	A.0.8	A.0.8.1	A.0.8.1	A.0.8.1	A.0.8.1	A.0.8.1	A.0.8.1	Mattar,S., Villero,Y., Puerta,A., Arrieta,G. and Muskus,C.	NA	2014-11-01 (2014-11-01 - 2014-11-27)	2014.83287671233	4.099917	-72.9088133
MN462642.1	2015-11-05		Ecuador	SAm	AUL-Am	A	A.0	A.0.8	A.0.8	A.0.8	A.0.8	A.0.8	A.0.8	A.0.8	Berry,I.M.	NA	2015-11-05	2015.84383561644	-1.3397668	-79.3666965
KR559486.1	2014-11-19		Panama	CAm	AUL-Am	A	A.0	A.0.8	A.0.8.0	A.0.8.0	A.0.8.0	A.0.8.0	A.0.8.0	A.0.8.0	Lanciotti,R.S.	NA	2014-11-19 (2014-11-01 - 2014-11-30)	2014.88219178082	8.559559	-81.1308434
LC259090.1	2015-01-06		Colombia	SAm	AUL-Am	A	A.0	A.0.8	A.0.8.0	A.0.8.0	A.0.8.0	A.0.8.0	A.0.8.0	A.0.8.0	Nakayama,E., Tajima,S., Kotaki,A. and Tomohiko,T.	NA	2015-01-06	2015.01369863014	4.099917	-72.9088133
KY272964.1	2014-10-06		Dominican_Republic	CAR	AUL-Am	A	A.0	A.0.20	A.0.20	A.0.20	A.0.20	A.0.20	A.0.20	A.0.20	Langsjoen,R.M., Rubinstein,R.J., Kautz,T.F., Auguste,A.J., Erasmus,J.H., Kiaty-Figueroa,L., Gerhardt,R., Lin,D., Hari,K.L., Jain,R., Ruiz,N., Muruato,A.E., Silfa,J., Bido,F., Dacso,M. and Weaver,S.C.	NA	2014-10-06 (2014-01-01 - 2014-12-31)	2014.76164383562	19.0974031	-70.3028026
KY272970.1	2014-07-30		Dominican_Republic	CAR	AUL-Am	A	A.0	A.0.20	A.0.20	A.0.20	A.0.20	A.0.20	A.0.20	A.0.20	Langsjoen,R.M., Rubinstein,R.J., Kautz,T.F., Auguste,A.J., Erasmus,J.H., Kiaty-Figueroa,L., Gerhardt,R., Lin,D., Hari,K.L., Jain,R., Ruiz,N., Muruato,A.E., Silfa,J., Bido,F., Dacso,M. and Weaver,S.C.	NA	2014-07-30 (2014-01-01 - 2014-12-31)	2014.57534246575	19.0974031	-70.3028026
KY272961.1	2014-09-03		Dominican_Republic	CAR	AUL-Am	A	A.0	A.0.3	A.0.3	A.0.3	A.0.3	A.0.3	A.0.3	A.0.3	Langsjoen,R.M., Rubinstein,R.J., Kautz,T.F., Auguste,A.J., Erasmus,J.H., Kiaty-Figueroa,L., Gerhardt,R., Lin,D., Hari,K.L., Jain,R., Ruiz,N., Muruato,A.E., Silfa,J., Bido,F., Dacso,M. and Weaver,S.C.	NA	2014-09-03 (2014-01-01 - 2014-12-31)	2014.67123287671	19.0974031	-70.3028026
KY272966.1	2014-12-31		Dominican_Republic	CAR	AUL-Am	A	A.0	A.0.3	A.0.3.2	A.0.3.2	A.0.3.2	A.0.3.2	A.0.3.2	A.0.3.2	Langsjoen,R.M., Rubinstein,R.J., Kautz,T.F., Auguste,A.J., Erasmus,J.H., Kiaty-Figueroa,L., Gerhardt,R., Lin,D., Hari,K.L., Jain,R., Ruiz,N., Muruato,A.E., Silfa,J., Bido,F., Dacso,M. and Weaver,S.C.	NA	2014-12-31 (2014-08-01 - 2014-12-31)	2014.99726027397	19.0974031	-70.3028026
MF001513.1	2015-01-01		USA	NAm	AUL-Am	A	A.0	A.0.3	A.0.3.2	A.0.3.2	A.0.3.2	A.0.3.2	A.0.3.2	A.0.3.2	Sanders,W., Long,K., Rivera,B., Vincent,H.A., Heise,M.T., Rodriguez-Orengo,J.F. and Moorman,N.J.	NA	2015-01-01 (2015-01-01 - 2015-06-06)	2015	39.7837304	-100.445882
KY575569.1	2014-10-01		USA	NAm	AUL-Am	A	A.0	A.0.3	A.0.3	A.0.3	A.0.3	A.0.3	A.0.3	A.0.3	Shabman,R., Pickett,B.E., Das,S.R., Fedorova,N., Shrivastava,S., Puri,V., Tan,Y., Hu,L., Amedeo,P., Jones,S. and Kramer,L.	NA	2014-10-01 (2014-01-01 - 2014-12-31)	2014.74794520548	39.7837304	-100.445882
KY680360.1	2014-08-05		USA	NAm	AUL-Am	A	A.0	A.0.3	A.0.3.1	A.0.3.1	A.0.3.1	A.0.3.1	A.0.3.1	A.0.3.1	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-08-05	2014.59178082192	39.7837304	-100.445882
KY680369.1	2014-05-24		USA	NAm	AUL-Am	A	A.0	A.0.3	A.0.3.1	A.0.3.1	A.0.3.1	A.0.3.1	A.0.3.1	A.0.3.1	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-05-24	2014.39178082192	39.7837304	-100.445882
KY680358.1	2014-08-08		USA	NAm	AUL-Am	A	A.0	A.0.3	A.0.3.1	A.0.3.1	A.0.3.1	A.0.3.1	A.0.3.1	A.0.3.1	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-08-08	2014.6	39.7837304	-100.445882
MF001507.1	2015-02-28		USA	NAm	AUL-Am	A	A.0	A.0.3	A.0.3.0	A.0.3.0	A.0.3.0	A.0.3.0	A.0.3.0	A.0.3.0	Sanders,W., Long,K., Rivera,B., Vincent,H.A., Heise,M.T., Rodriguez-Orengo,J.F. and Moorman,N.J.	NA	2015-02-28 (2015-01-01 - 2015-12-31)	2015.15890410959	39.7837304	-100.445882
MF001510.1	2015-01-01		USA	NAm	AUL-Am	A	A.0	A.0.3	A.0.3.0	A.0.3.0.1	A.0.3.0.1	A.0.3.0.1	A.0.3.0.1	A.0.3.0.1	Sanders,W., Long,K., Rivera,B., Vincent,H.A., Heise,M.T., Rodriguez-Orengo,J.F. and Moorman,N.J.	NA	2015-01-01 (2015-01-01 - 2015-06-29)	2015	39.7837304	-100.445882
KY680357.1	2014-08-09		USA	NAm	AUL-Am	A	A.0	A.0.3	A.0.3.0	A.0.3.0.1	A.0.3.0.1	A.0.3.0.1	A.0.3.0.1	A.0.3.0.1	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-08-09	2014.60273972603	39.7837304	-100.445882
KY680387.1	2014-10-14		USA	NAm	AUL-Am	A	A.0	A.0.3	A.0.3.0	A.0.3.0.0	A.0.3.0.0	A.0.3.0.0	A.0.3.0.0	A.0.3.0.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-10-14	2014.78356164384	39.7837304	-100.445882
KY680374.1	2014-12-06		USA	NAm	AUL-Am	A	A.0	A.0.3	A.0.3.0	A.0.3.0.0	A.0.3.0.0	A.0.3.0.0	A.0.3.0.0	A.0.3.0.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-12-06	2014.92876712329	39.7837304	-100.445882
KY680403.1	2014-06-14		USA	NAm	AUL-Am	A	A.0	A.0.6	A.0.6	A.0.6	A.0.6	A.0.6	A.0.6	A.0.6	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-06-14	2014.44931506849	39.7837304	-100.445882
KY680395.1	2014-07-21		USA	NAm	AUL-Am	A	A.0	A.0.6	A.0.6	A.0.6	A.0.6	A.0.6	A.0.6	A.0.6	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-07-21	2014.55068493151	39.7837304	-100.445882
KY680400.1	2014-07-15		USA	NAm	AUL-Am	A	A.0	A.0.6	A.0.6	A.0.6	A.0.6	A.0.6	A.0.6	A.0.6	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-07-15	2014.53424657534	39.7837304	-100.445882
KY680397.1	2014-05-23		USA	NAm	AUL-Am	A	A.0	A.0.6	A.0.6	A.0.6	A.0.6	A.0.6	A.0.6	A.0.6	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-05-23	2014.38904109589	39.7837304	-100.445882
KY680408.1	2014-06-26		USA	NAm	AUL-Am	A	A.0	A.0.6	A.0.6	A.0.6	A.0.6	A.0.6	A.0.6	A.0.6	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-06-26	2014.48219178082	39.7837304	-100.445882
KY680354.1	2014-05-08		USA	NAm	AUL-Am	A	A.0	A.0.6	A.0.6.0	A.0.6.0	A.0.6.0	A.0.6.0	A.0.6.0	A.0.6.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-05-08	2014.34794520548	39.7837304	-100.445882
KY680390.1	2014-05-07		USA	NAm	AUL-Am	A	A.0	A.0.6	A.0.6.0	A.0.6.0	A.0.6.0	A.0.6.0	A.0.6.0	A.0.6.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-05-07	2014.34520547945	39.7837304	-100.445882
KR559487.1	2014-07-01		Honduras	CAm	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Lanciotti,R.S.	NA	2014-07-01 (2014-07-01 - 2014-07-28)	2014.49589041096	15.2572432	-86.0755145
KY680406.1	2014-08-08		USA	NAm	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-08-08	2014.6	39.7837304	-100.445882
KY575566.1	2014-01-24		USA	NAm	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Shabman,R., Pickett,B.E., Das,S.R., Fedorova,N., Shrivastava,S., Puri,V., Tan,Y., Hu,L., Amedeo,P., Jones,S. and Kramer,L.	NA	2014-01-24 (2014-01-01 - 2014-12-31)	2014.06301369863	39.7837304	-100.445882
KY272965.1	2014-01-31		Dominican_Republic	CAR	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Langsjoen,R.M., Rubinstein,R.J., Kautz,T.F., Auguste,A.J., Erasmus,J.H., Kiaty-Figueroa,L., Gerhardt,R., Lin,D., Hari,K.L., Jain,R., Ruiz,N., Muruato,A.E., Silfa,J., Bido,F., Dacso,M. and Weaver,S.C.	NA	2014-01-31 (2014-01-01 - 2014-12-31)	2014.08219178082	19.0974031	-70.3028026
KY272967.1	2014-02-13		Dominican_Republic	CAR	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Langsjoen,R.M., Rubinstein,R.J., Kautz,T.F., Auguste,A.J., Erasmus,J.H., Kiaty-Figueroa,L., Gerhardt,R., Lin,D., Hari,K.L., Jain,R., Ruiz,N., Muruato,A.E., Silfa,J., Bido,F., Dacso,M. and Weaver,S.C.	NA	2014-02-13 (2014-01-01 - 2014-12-31)	2014.11780821918	19.0974031	-70.3028026
KR559470.1	2014-11-01		Puerto_Rico	CAR	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Lanciotti,R.S.	NA	2014-11-01 (2014-11-01 - 2014-11-27)	2014.83287671233	18.2247706	-66.4858295
KY435466.1	2014-08-06		Barbados	CAR	AUL-Am	A	A.0	A.0	A.0	A.0	A.0	A.0	A.0	A.0	Sahadeo,N.S.D., Allicock,O.M., De Salazar,P.M., Auguste,A.J., Widen,S., Olowokure,B., Gutierrez,C., Valadere,A.M., Polson-Edwards,K., Weaver,S.C. and Carrington,C.V.F.	NA	2014-08-06	2014.59452054795	13.1500331	-59.5250305
KU355832.1	2015-08-06		Brazil	SAm	AUL-Am	A	A.0	A.0.1	A.0.1	A.0.1	A.0.1	A.0.1	A.0.1	A.0.1	Conteville,L.C., Zanella,L., Marin,M.A., Filippis,A.M., Nogueira,R.M., Vicente,A.C. and Mendonca,M.C.	NA	2015-08-06 (2015-01-01 - 2015-12-31)	2015.59452054795	-10.3333333	-53.2
LC500215.1	2015-01-01		Aruba	CAR	AUL-Am	A	A.0	A.0.1	A.0.1.2	A.0.1.2	A.0.1.2	A.0.1.2	A.0.1.2	A.0.1.2	Phadungsombat,J., Tuekprakhon,A., Cnops,L., Michiels,J., Van Den Berg,R., Nakayama,E.E., Shioda,T., Arien,K.K. and Huits,R.	NA	2015-01-01 (2015-01-01 - 2015-01-27)	2015	12.5013629	-69.9618475
LC500217.1	2015-01-27		Aruba	CAR	AUL-Am	A	A.0	A.0.1	A.0.1.2	A.0.1.2	A.0.1.2	A.0.1.2	A.0.1.2	A.0.1.2	Phadungsombat,J., Tuekprakhon,A., Cnops,L., Michiels,J., Van Den Berg,R., Nakayama,E.E., Shioda,T., Arien,K.K. and Huits,R.	NA	2015-01-27 (2015-01-01 - 2015-01-31)	2015.07123287671	12.5013629	-69.9618475
LC500220.1	2015-01-27		Aruba	CAR	AUL-Am	A	A.0	A.0.1	A.0.1.2	A.0.1.2	A.0.1.2	A.0.1.2	A.0.1.2	A.0.1.2	Phadungsombat,J., Tuekprakhon,A., Cnops,L., Michiels,J., Van Den Berg,R., Nakayama,E.E., Shioda,T., Arien,K.K. and Huits,R.	NA	2015-01-27 (2015-01-01 - 2015-01-31)	2015.07123287671	12.5013629	-69.9618475
KY680351.1	2014-06-24		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1	A.0.1	A.0.1	A.0.1	A.0.1	A.0.1	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-06-24	2014.47671232877	39.7837304	-100.445882
KR559474.1	2014-09-30		Puerto_Rico	CAR	AUL-Am	A	A.0	A.0.1	A.0.1.1	A.0.1.1	A.0.1.1	A.0.1.1	A.0.1.1	A.0.1.1	Lanciotti,R.S.	NA	2014-09-30 (2014-09-04 - 2014-09-30)	2014.74520547945	18.2247706	-66.4858295
MF001512.1	2015-01-01		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.1	A.0.1.1	A.0.1.1	A.0.1.1	A.0.1.1	A.0.1.1	Sanders,W., Long,K., Rivera,B., Vincent,H.A., Heise,M.T., Rodriguez-Orengo,J.F. and Moorman,N.J.	NA	2015-01-01 (2015-01-01 - 2015-07-10)	2015	39.7837304	-100.445882
KY680362.1	2014-07-26		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.1	A.0.1.1	A.0.1.1	A.0.1.1	A.0.1.1	A.0.1.1	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-07-26	2014.56438356164	39.7837304	-100.445882
KY680377.1	2014-08-16		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.1	A.0.1.1	A.0.1.1	A.0.1.1	A.0.1.1	A.0.1.1	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-08-16	2014.62191780822	39.7837304	-100.445882
KY680411.1	2014-09-04		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.1	A.0.1.1.0	A.0.1.1.0	A.0.1.1.0	A.0.1.1.0	A.0.1.1.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-09-04	2014.67397260274	39.7837304	-100.445882
KY680414.1	2014-09-13		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.1	A.0.1.1.0	A.0.1.1.0	A.0.1.1.0	A.0.1.1.0	A.0.1.1.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-09-13	2014.69863013699	39.7837304	-100.445882
MF001509.1	2015-01-01		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.5	A.0.1.0.5	A.0.1.0.5	A.0.1.0.5	A.0.1.0.5	Sanders,W., Long,K., Rivera,B., Vincent,H.A., Heise,M.T., Rodriguez-Orengo,J.F. and Moorman,N.J.	NA	2015-01-01 (2015-01-01 - 2015-07-13)	2015	39.7837304	-100.445882
MF001519.1	2015-05-02		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.5	A.0.1.0.5	A.0.1.0.5	A.0.1.0.5	A.0.1.0.5	Sanders,W., Long,K., Rivera,B., Vincent,H.A., Heise,M.T., Rodriguez-Orengo,J.F. and Moorman,N.J.	NA	2015-05-02 (2015-01-01 - 2015-12-31)	2015.33150684932	39.7837304	-100.445882
KR559477.1	2014-07-01		Dominican_Republic	CAR	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0	A.0.1.0	A.0.1.0	A.0.1.0	A.0.1.0	Lanciotti,R.S.	NA	2014-07-01 (2014-07-01 - 2014-07-28)	2014.49589041096	19.0974031	-70.3028026
KY680371.1	2014-08-20		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.2	A.0.1.0.2	A.0.1.0.2	A.0.1.0.2	A.0.1.0.2	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-08-20	2014.63287671233	39.7837304	-100.445882
KY680383.1	2014-08-20		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.2	A.0.1.0.2	A.0.1.0.2	A.0.1.0.2	A.0.1.0.2	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-08-20	2014.63287671233	39.7837304	-100.445882
MF001505.1	2015-01-01		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.0	A.0.1.0.0.1	A.0.1.0.0.1	A.0.1.0.0.1	A.0.1.0.0.1	Sanders,W., Long,K., Rivera,B., Vincent,H.A., Heise,M.T., Rodriguez-Orengo,J.F. and Moorman,N.J.	NA	2015-01-01 (2015-01-01 - 2015-07-17)	2015	39.7837304	-100.445882
MF001515.1	2015-03-05		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.0	A.0.1.0.0.1	A.0.1.0.0.1	A.0.1.0.0.1	A.0.1.0.0.1	Sanders,W., Long,K., Rivera,B., Vincent,H.A., Heise,M.T., Rodriguez-Orengo,J.F. and Moorman,N.J.	NA	2015-03-05 (2015-01-01 - 2015-12-31)	2015.17260273973	39.7837304	-100.445882
KY680385.1	2014-11-25		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.0	A.0.1.0.0	A.0.1.0.0	A.0.1.0.0	A.0.1.0.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-11-25	2014.89863013699	39.7837304	-100.445882
KY680349.1	2014-07-02		USA	NAm	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.0	A.0.1.0.0	A.0.1.0.0	A.0.1.0.0	A.0.1.0.0	Shabman,R., Pickett,B., Das,S.R., Fedorova,N., Puri,V., Shrivastava,S., Amedeo,P., Durbin,A. and Heberlein-Larson,L.	NA	2014-07-02	2014.49863013699	39.7837304	-100.445882
KY272962.1	2014-03-05		Dominican_Republic	CAR	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.0	A.0.1.0.0	A.0.1.0.0	A.0.1.0.0	A.0.1.0.0	Langsjoen,R.M., Rubinstein,R.J., Kautz,T.F., Auguste,A.J., Erasmus,J.H., Kiaty-Figueroa,L., Gerhardt,R., Lin,D., Hari,K.L., Jain,R., Ruiz,N., Muruato,A.E., Silfa,J., Bido,F., Dacso,M. and Weaver,S.C.	NA	2014-03-05 (2014-02-12 - 2014-06-27)	2014.17260273973	19.0974031	-70.3028026
KY272968.1	2014-03-11		Dominican_Republic	CAR	AUL-Am	A	A.0	A.0.1	A.0.1.0	A.0.1.0.0	A.0.1.0.0.0	A.0.1.0.0.0	A.0.1.0.0.0	A.0.1.0.0.0	Langsjoen,R.M., Rubinstein,R.J., Kautz,T.F., Auguste,A.J., Erasmus,J.H., Kiaty-Figueroa,L., Gerhardt,R., Lin,D., Hari,K.L., Jain,R., Ruiz,N., Muruato,A.E., Silfa,J., Bido,F., Dacso,M. and Weaver,S.C.	NA	2014-03-11 (2014-02-19 - 2014-07-02)	2014.18904109589	19.0974031	-70.3028026
